asset,filename,shot_id,trace_start,trace_end,n_traces,n_labeled,n_unlabeled,label_coverage,first_break_min_ms,first_break_max_ms,first_break_mean_ms,first_break_median_ms,source_x,source_y,usable
Brunswick,Brunswick_orig_1500ms_V2.hdf5,30,72016,74598,2582,2058,524,0.7970565453137103,18.0,853.0,432.61516034985425,433.5,2864640.0,52528300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,31,74598,77180,2582,2197,385,0.8508907823392718,36.0,1090.0,518.5266272189349,472.0,2876710.0,52539100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,32,77180,79762,2582,1753,829,0.6789310611928737,28.0,938.0,439.79406731317744,426.0,2868720.0,52534120.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,34,79762,82344,2582,1951,631,0.7556158017041054,22.0,853.0,424.87749871860586,428.0,2864630.0,52528900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,35,82344,84926,2582,2167,415,0.8392718822618126,46.0,950.0,431.5431472081218,416.0,2868720.0,52534910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,37,84926,87508,2582,1904,678,0.737412858249419,34.0,849.0,405.75052521008405,400.0,2864630.0,52529500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,38,87508,90090,2582,2107,475,0.8160340821068939,40.0,932.0,410.6682486948268,388.0,2868720.0,52535710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,39,90090,92672,2582,2015,567,0.7804027885360186,26.0,920.0,389.03225806451616,364.0,2868710.0,52536110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,42,92672,95254,2582,1860,722,0.7203718048024786,38.0,859.0,404.23172043010754,404.0,2864620.0,52530100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,44,95254,97836,2582,2112,470,0.8179705654531371,18.0,939.0,398.5667613636364,375.0,2868710.0,52536710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,46,97836,100418,2582,2062,520,0.7986057319907048,24.0,939.0,392.1561590688652,362.0,2868670.0,52537310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,48,100418,103000,2582,1854,728,0.7180480247869868,20.0,862.0,397.7270765911543,389.0,2864630.0,52531300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,49,103000,105582,2582,2180,402,0.8443067389620449,34.0,946.0,397.91926605504585,368.0,2868720.0,52537910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,50,105582,108164,2582,2190,392,0.8481797056545314,24.0,1093.0,503.5013698630137,454.0,2876710.0,52540910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,51,108164,110746,2582,2078,504,0.8048024786986832,34.0,948.0,390.5567853705486,356.0,2868710.0,52538510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,52,110746,113048,2302,1826,476,0.7932232841007819,18.0,852.0,377.62157721796274,362.0,2864630.0,52531800.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,53,113048,115630,2582,2139,443,0.8284275755228505,24.0,943.0,392.2010285179991,352.0,2868710.0,52539110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,56,115630,118212,2582,1926,656,0.7459333849728892,26.0,860.0,383.86344755970924,374.0,2864640.0,52532550.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,57,118212,120794,2582,2182,400,0.8450813323005422,42.0,1092.0,498.5673693858845,446.5,2876710.0,52541920.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,58,120794,123376,2582,2163,419,0.8377226955848179,16.0,954.0,391.0790568654646,346.0,2868700.0,52540310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,59,123376,125958,2582,2286,296,0.8853601859024013,28.0,950.0,399.0752405949256,356.0,2868700.0,52540910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,60,125958,128540,2582,1978,604,0.7660728117738187,36.0,868.0,379.319514661274,364.0,2864640.0,52533150.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,61,128540,131122,2582,2280,302,0.8830364058869093,40.0,944.0,394.58947368421053,352.0,2868700.0,52541510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,62,131122,133704,2582,2146,436,0.831138652207591,32.0,862.0,385.35274930102514,364.0,2864640.0,52533700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,63,133704,136286,2582,2338,244,0.9054996127033308,32.0,959.0,403.10179640718565,352.0,2868700.0,52542110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,64,136286,138868,2582,1505,1077,0.58288148721921,38.0,1140.0,510.46644518272427,452.0,2876510.0,52542710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,65,138868,141450,2582,2229,353,0.8632842757552285,24.0,863.0,382.5307312696276,362.0,2864640.0,52534250.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,66,141450,144032,2582,2247,335,0.8702556158017041,22.0,958.0,395.3969737427681,344.0,2868690.0,52542640.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,67,144032,146614,2582,2029,553,0.7858249419054996,18.0,868.0,374.6436668309512,348.0,2864640.0,52534900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,70,146614,149196,2582,2072,510,0.8024786986831913,22.0,970.0,385.9015444015444,330.0,2868880.0,52543320.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,71,149196,151778,2582,2215,367,0.8578621223857474,22.0,864.0,377.33408577878106,358.0,2864640.0,52535500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,73,151778,154360,2582,2120,462,0.8210689388071263,18.0,970.0,383.35141509433964,331.0,2868800.0,52543920.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,74,154360,156942,2582,1847,735,0.7153369481022464,64.0,1158.0,531.6491608012994,466.0,2876710.0,52545110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,75,156942,159524,2582,2328,254,0.9016266460108443,32.0,868.0,384.11082474226805,364.0,2864640.0,52536100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,76,159524,162106,2582,2240,342,0.8675445391169636,16.0,968.0,393.29553571428573,334.0,2868750.0,52544520.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,77,162106,164688,2582,2300,282,0.8907823392718822,22.0,975.0,401.99391304347824,340.0,2868720.0,52545120.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,78,164688,167270,2582,2302,280,0.8915569326103796,36.0,872.0,379.99565595134663,356.0,2864630.0,52536700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,79,167270,169852,2582,2335,247,0.9043377226955848,24.0,1002.0,406.71263383297645,344.0,2868670.0,52545710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,80,169852,172434,2582,2346,236,0.9085979860573199,16.0,1017.0,406.81841432225065,344.0,2868660.0,52546310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,81,172434,175016,2582,1946,636,0.7536793183578622,26.0,877.0,379.08376156217884,349.5,2864630.0,52537300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,82,175016,177598,2582,2095,487,0.8113865220759101,42.0,1145.0,514.2601431980906,456.0,2876710.0,52545720.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,83,177598,180180,2582,2375,207,0.9198295894655306,30.0,1120.0,525.1128421052632,476.0,2876630.0,52546310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,84,180180,182762,2582,2472,110,0.9573973663826492,30.0,886.0,392.93527508090614,358.0,2864630.0,52538500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,85,182762,185064,2302,1675,627,0.7276281494352737,15.0,1087.0,475.9731343283582,426.0,2872720.0,52548110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,86,185064,187646,2582,2453,129,0.9500387296669248,26.0,1122.0,533.5250713412148,486.0,2876720.0,52546910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,87,187646,190228,2582,2065,517,0.7997676219984509,28.0,1051.0,453.65569007263923,394.0,2872720.0,52547510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,88,190228,192810,2582,2415,167,0.9353214562354764,40.0,1127.0,536.4761904761905,488.0,2876720.0,52547500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,89,192810,195392,2582,2479,103,0.9601084430673896,34.0,870.0,381.62363856393705,346.0,2864640.0,52539100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,90,195392,197974,2582,2089,493,0.8090627420604183,40.0,1058.0,460.10962182862613,404.0,2872720.0,52547090.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,95,197974,200556,2582,2186,396,0.8466305189775368,54.0,1136.0,517.4784995425434,466.0,2876820.0,52548100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,96,200556,203138,2582,2192,390,0.8489542989930287,39.0,1179.0,550.3567518248175,510.5,2876850.0,52548710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,97,203138,205720,2582,2400,182,0.9295120061967467,42.0,884.0,375.2604166666667,334.0,2864640.0,52539700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,98,205720,208302,2582,2286,296,0.8853601859024013,38.0,1132.0,546.1303587051618,499.0,2876920.0,52549310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,99,208302,210884,2582,2471,111,0.9570100697134004,34.0,758.0,343.2302711452853,322.0,2856700.0,52540270.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,100,210884,213466,2582,2168,414,0.8396591789310612,26.0,1146.0,532.4215867158672,486.0,2876710.0,52549900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,102,213466,216048,2582,2194,388,0.8497288923315259,24.0,888.0,374.5834092980857,322.0,2864640.0,52540900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,103,216048,218630,2582,2522,60,0.9767621998450813,46.0,756.0,346.30095162569387,328.0,2856700.0,52539700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,104,218630,221212,2582,2190,392,0.8481797056545314,22.0,904.0,387.2904109589041,336.0,2864650.0,52541500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,105,221212,223794,2582,2495,87,0.966305189775368,54.0,752.0,346.6745490981964,328.0,2856700.0,52539100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,106,223794,226376,2582,2292,290,0.8876839659178931,6.0,897.0,368.4659685863874,316.0,2864650.0,52542100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,107,226376,228958,2582,2362,220,0.9147947327652982,46.0,742.0,344.92845046570704,328.0,2856700.0,52538500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,108,228958,231540,2582,2144,438,0.8303640588690937,38.0,906.0,361.7131529850746,306.5,2864650.0,52542700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,109,231540,234122,2582,2298,284,0.8900077459333849,28.0,740.0,337.96649260226286,320.0,2856700.0,52537900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,110,234122,236704,2582,2213,369,0.8570875290472502,32.0,903.0,363.3113420695888,308.0,2864650.0,52543300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,111,236704,239286,2582,2251,331,0.8718048024786987,22.0,903.0,369.65704131497114,312.0,2864660.0,52543900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,112,239286,241868,2582,2076,506,0.8040278853601859,26.0,739.0,338.8275529865125,316.5,2856700.0,52537300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,113,241868,244450,2582,2036,546,0.7885360185902401,18.0,1080.0,459.66895874263264,405.5,2872720.0,52546210.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,114,244450,247032,2582,2032,550,0.7869868319132456,36.0,730.0,334.55757874015745,314.0,2856700.0,52536700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,115,247032,249614,2582,1861,721,0.7207591014717274,16.0,1053.0,450.9129500268673,392.0,2872720.0,52545710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,116,249614,252196,2582,2261,321,0.8756777691711851,46.0,730.0,342.0636886333481,326.0,2856700.0,52536100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,117,252196,254778,2582,2304,278,0.8923315259488769,42.0,727.0,346.40972222222223,330.0,2856700.0,52535450.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,118,254778,257360,2582,2340,242,0.9062742060418281,6.0,822.0,345.8410256410256,312.0,2860690.0,52542110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,119,257360,259942,2582,2190,392,0.8481797056545314,40.0,817.0,335.6442922374429,306.0,2860690.0,52541500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,120,259942,262524,2582,2402,180,0.930286599535244,30.0,724.0,353.54621149042464,342.0,2856700.0,52534900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,121,262524,265106,2582,1780,802,0.6893880712625872,6.0,1051.0,448.99606741573035,386.0,2872720.0,52544950.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,122,265106,267688,2582,2327,255,0.9012393493415957,42.0,816.0,343.7614954877525,308.0,2860690.0,52540900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,124,267688,270270,2582,2368,214,0.91711851278079,24.0,723.0,355.2947635135135,344.0,2856700.0,52534300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,126,270270,272852,2582,2122,460,0.8218435321456236,30.0,803.0,334.7775683317625,302.0,2860690.0,52540300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,127,272852,275434,2582,1444,1138,0.5592563903950426,52.0,1016.0,352.43490304709144,332.0,2872720.0,52543910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,128,275434,278016,2582,2286,296,0.8853601859024013,32.0,724.0,354.3184601924759,342.0,2856700.0,52533700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,129,278016,280598,2582,1654,928,0.6405886909372579,46.0,1040.0,417.3295042321644,366.0,2872720.0,52543310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,130,280598,283180,2582,1556,1026,0.6026336173508908,36.0,1040.0,366.055912596401,334.0,2872720.0,52542710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,131,283180,285762,2582,2317,265,0.8973663826491092,18.0,804.0,343.753560638757,310.0,2860690.0,52539700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,133,285762,288344,2582,2111,471,0.8175832687838884,42.0,722.0,353.6125059213643,342.0,2856690.0,52533100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,134,288344,290926,2582,2251,331,0.8718048024786987,20.0,798.0,341.84095957352287,310.0,2860690.0,52539100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,135,290926,293508,2582,2096,486,0.8117738187451587,40.0,712.0,353.94704198473283,344.0,2856690.0,52532500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,136,293508,296090,2582,1321,1261,0.5116189000774594,22.0,987.0,355.6222558667676,337.0,2872720.0,52542110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,137,296090,298672,2582,2135,447,0.826878388845856,28.0,719.0,361.02435597189697,356.0,2856690.0,52531900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,138,298672,301254,2582,2246,336,0.8698683191324554,32.0,808.0,345.08904719501334,312.0,2860690.0,52538500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,139,301254,303836,2582,1722,860,0.6669248644461657,20.0,1031.0,413.01684088269457,368.0,2872720.0,52541510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,140,303836,306418,2582,2178,404,0.8435321456235476,14.0,728.0,362.3824609733701,358.0,2856690.0,52531300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,141,306418,309000,2582,1703,879,0.6595662277304415,32.0,1015.0,414.429242513212,372.0,2872720.0,52540890.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,142,309000,311582,2582,2218,364,0.8590240123934935,44.0,806.0,345.6136158701533,312.0,2860690.0,52537900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,143,311582,314164,2582,2220,362,0.8597986057319907,20.0,734.0,367.7126126126126,366.0,2856690.0,52530700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,144,314164,316746,2582,2058,524,0.7970565453137103,44.0,792.0,337.9995140913508,310.0,2860690.0,52537300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,145,316746,319328,2582,1515,1067,0.5867544539116963,40.0,1021.0,385.380198019802,350.0,2872720.0,52540310.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,146,319328,321910,2582,2240,342,0.8675445391169636,36.0,808.0,357.58526785714287,332.0,2860690.0,52536710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,147,321910,324492,2582,1498,1084,0.5801704105344694,30.0,1013.0,401.1688918558078,370.0,2872720.0,52539700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,148,324492,327074,2582,2179,403,0.8439194422927963,30.0,740.0,369.62046810463517,368.0,2856690.0,52530100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,149,327074,329656,2582,1454,1128,0.5631293570875291,20.0,1016.0,392.5790921595598,373.0,2872720.0,52539100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,150,329656,332238,2582,2133,449,0.8261037955073587,30.0,812.0,357.0529770276606,330.0,2860690.0,52536100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,151,332238,334820,2582,1849,733,0.7161115414407436,44.0,752.0,362.5608436992969,356.0,2856690.0,52529500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,152,334820,337402,2582,1619,963,0.6270333075135553,14.0,1007.0,397.95120444718964,380.0,2872720.0,52538510.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,153,337402,339984,2582,918,1664,0.3555383423702556,40.0,792.0,283.421568627451,256.0,2860700.0,52535300.0,False
Brunswick,Brunswick_orig_1500ms_V2.hdf5,154,339984,342566,2582,2088,494,0.8086754453911696,32.0,762.0,377.6580459770115,375.5,2856680.0,52528900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,155,342566,345148,2582,1452,1130,0.5623547637490317,20.0,1018.0,391.7651515151515,370.0,2872720.0,52537900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,156,345148,347730,2582,1608,974,0.6227730441518203,46.0,778.0,322.6312189054726,304.0,2860700.0,52534900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,157,347730,350312,2582,1818,764,0.7041053446940356,46.0,780.0,332.95379537953795,316.0,2860700.0,52534300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,158,350312,352894,2582,1828,754,0.7079783113865221,32.0,1012.0,421.79704595185996,396.0,2872720.0,52537300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,159,352894,355476,2582,1982,600,0.7676219984508134,20.0,772.0,372.3370332996973,370.0,2856690.0,52528300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,160,355476,358058,2582,1851,731,0.7168861347792409,34.0,780.0,342.52998379254456,324.0,2860700.0,52533700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,161,358058,360640,2582,1813,769,0.7021688613477924,34.0,1008.0,410.84611141754,390.0,2872720.0,52536710.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,162,360640,363222,2582,2080,502,0.8055770720371804,16.0,780.0,385.3206730769231,382.0,2856690.0,52527700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,163,363222,365804,2582,2071,511,0.8020914020139427,22.0,796.0,362.6122646064703,344.0,2860700.0,52533100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,164,365804,368386,2582,1836,746,0.7110766847405112,24.0,1007.0,421.6628540305011,402.0,2872720.0,52536110.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,165,368386,370968,2582,2233,349,0.864833462432223,28.0,945.0,402.50694133452754,404.0,2856690.0,52527100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,166,370968,373550,2582,1739,843,0.6735089078233927,30.0,783.0,349.97469810235765,328.0,2860700.0,52532500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,167,373550,376132,2582,1835,747,0.7106893880712626,16.0,996.0,424.2103542234332,404.0,2872720.0,52535590.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,168,376132,378434,2302,1954,348,0.8488271068635969,42.0,788.0,358.3080859774821,344.0,2860700.0,52531910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,169,378434,381016,2582,1829,753,0.7083656080557708,20.0,993.0,420.4630945872061,404.0,2872720.0,52534910.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,170,381016,383598,2582,2293,289,0.8880712625871418,56.0,806.0,387.8181421718273,378.0,2860700.0,52531300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,171,383598,386180,2582,2012,570,0.7792408985282726,40.0,793.0,398.3916500994036,404.0,2856690.0,52526500.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,172,386180,388762,2582,1580,1002,0.6119287374128582,30.0,989.0,405.3708860759494,404.0,2872720.0,52534300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,173,388762,391344,2582,2278,304,0.8822618125484121,50.0,820.0,403.0035118525022,397.0,2860700.0,52530700.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,174,391344,393926,2582,2057,525,0.7966692486444616,36.0,799.0,404.81964025279535,404.0,2856690.0,52525900.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,175,393926,396508,2582,1437,1145,0.5565453137103021,38.0,994.0,416.0,404.0,2872730.0,52533600.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,176,396508,399090,2582,2419,163,0.9368706429124709,34.0,818.0,410.5671765192228,406.0,2860700.0,52530100.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,177,399090,401672,2582,2412,170,0.9341595662277304,22.0,820.0,415.38971807628525,414.0,2860700.0,52529600.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,178,401672,404254,2582,2098,484,0.8125484120836561,22.0,829.0,416.90228789323163,422.0,2856690.0,52525300.0,True
Brunswick,Brunswick_orig_1500ms_V2.hdf5,180,404254,406836,2582,1125,1457,0.435708752904725,32.0,1012.0,396.73333333333335,382.0,2872710.0,52533110.0,False
